
kim_ngạch_xuất_khẩu|cn
ngành|cn
R&D|pn
triệu|cn
chi|tv
5|num
cho|tv
Lạc_Hồng|pn
Nhân_Tài_Đất_Việt|pn
mở_rộng|tv
sang|tv
lĩnh_vực|cn
môi_trường|cn
buộc_tội|tv
sử_dụng|tv
gián_điệp|cn
Microsoft_Office|pn
thí_sinh|cn
lợi_dụng|tv
World_Cup_2014|pn
để|tv
lừa_đảo|tv
ưa_chuộng|tv
nhất|adj
Polycom|pn
Hàn_Quốc|pn
giải_quyết|tv
thảm_họa|cn
quốc_gia|cn
phục_vụ|tv
người_dân|cn
chỉ|tv
ở|tv
mức|cn
trung_bình|adj
giao_thông|cn
thông_minh|adj
dẹp|tv
nạn|cn
tắc_đường|cn
bộ_phim|cn
nhỏ_nhất|adj
công_chúng|cn
Smartphone|pn
tương_lai|cn
màn_hình|cn
ngọc_bích|adj
thúc_đẩy|tv
nguồn_mở|cn
lại|tv
bàn|cn
nghị_sự|cn
2012|num
553|num
cục|cn
Tần_số|pn
tặng|tv
nhà|cn
tình_nghĩa|adj
Mẹ_Việt_Nam|pn
anh_hùng|adj
Autodesk|pn
mô_phỏng|tv
kỹ_thuật_số|cn
BKAV|pn
TiếngAnh123.com|pn
Sao_Khuê_2013|pn
trao|tv
danh_hiệu|cn
dịch_vụ|cn
lọc|tv
Bkav_Secure_DNS|pn
web|cn
độc_hại|adj
nghiên_cứu|tv
chứng_minh_số|cn
mobile|cn
VNPT|pn
chứng_thư_số|cn
xã_hội|cn
Y_tế|pn
độc_chiếm|tv
Sao_Khuê_5_sao_2013|pn
online|cn
10|num
widget|cn
hữu_ích|adj
Android|pn
smartphone|cn
Đà_Nẵng|pn
đăng_cai|tv
hội_thảo|cn
4|num
cảnh_báo|tv
đánh_bom|tv
Boston|pn
sự_kiện|cn
bắt_buộc|tv
cơ_quan|cn
Nhà_nước|pn
nhắm|tv
nhà_sản_xuất|cn
game|cn
tốt_nhất|adj
nâng|tv
hiệu_quả|cn
kinh_doanh|cn
email|cn
IBM|pn
Oracle|pn
Á_Châu|pn
quản_trị|tv
nhân_lực|cn
tốt|adj
tháng|cn
3|num
LINE_Messenger|pn
chứng_chỉ|cn
quốc_tế|cn
loại|cn
virus|cn
bùng_phát|tv
qua|tv
Bkav|pn
USB|pn
khám_phá|tv
thuê_bao|cn
đám_mây|cn
Office_365|pn
mẹo|cn
biến|tv
bác_sĩ|cn
thông_thái|adj
nhỏ|adj
thành|tv
khởi_công|tv
khu|cn
Khu|pn
khôi_phục|tv
dữ_liệu|cn
Kaspersky|pn
doanh_nghiệp|cn
thế_hệ|cn
Viber|pn
đầy_đủ|adj
chính_thức|adj
Windows_Phone_8|pn
trên|tv
Phổ_thông_trung_học|pn
hệ|cn
nội_trú|cn
Kim_Jong-un|pn
đòi|tv
từ_chức|tv
Chủ_tịch|pn
khét_tiếng|adj
quà_tặng|cn
gửi|tv
tới|tv
bộ_đội|cn
Trường_Sa|pn
công_bố|tv
máy_chủ|cn
SPARC_T5|pn
SPARC_M5|pn
loạt|cn
nâng_cấp|tv
đồ_họa|cn
Kết_nối_ICT|pn
khóa_học|cn
khai_giảng|tv
tiếng|cn
Anh|pn
thứ|cn
dính_líu|tv
đơn_vị|cn
tội_phạm|cn
hàng_đầu|cn
đại_học|cn
Windows_Phone|pn
hệ_điều_hành|cn
riêng|adj
báo_thức|cn
tuyệt_vời|adj
Microsoft_Lync_2013|pn
tung|tv
iOS|pn
CMC|pn
sẵn_sàng|tv
công_nghiệp|cn
vi_mạch|cn
Tổng_cục|pn
Môi_trường|pn
FPT_Software|pn
góp_gạo|tv
liên_minh|cn
BPO|pn
liên_doanh|cn
đầu_tiên|adj
ASEAN|pn
yêu_cầu|tv
dẹp_loạn|tv
FPT_Polytechnic|pn
2|num
chuyên_ngành|cn
tín_chỉ|cn
gã|cn
khổng_lồ|adj
logo|cn
nhận_diện|tv
thương_hiệu|cn
tiêu_biểu|adj
ICT|pn
đề_xuất|tv
người|cn
Sài_Gòn|pn
tránh|tv
Microsoft|pn
chuẩn_bị|tv
ra|tv
Windows|pn
giới_thiệu|tv
phòng_hợp|cn
chuyên_dụng|adj
Microsoft_Lync|pn
phòng_họp|cn
100|num
thôn|cn
miền_núi|cn
xu_hướng|cn
kế_hoạch|cn
CIO|pn
167|num
Nhật|pn
tham_dự|tv
Vietnam_IT_Day|pn
phát_động|tv
thi|tv
kỹ_năng|cn
bộ|cn
TT&TT|pn
11|num
văn_bản|cn
trao_đổi|tv
hội_nghị|cn
tuyển_sinh|cn
kẻ_thù|cn
dân|cn
PTIT|pn
sẽ|tv
tuyển|tv
3.000|num
sinh_viên|cn
chính_quy|adj
Ubuntu|pn
21|num
theo|tv
mô_hình|cn
điện_toán_đám_mây|cn
CMMi|pn
làm_khó|tv
ông|cn
Chu_Tiến_Dũng|pn
tái|tv
đắc_cử|tv
Hội|pn
tin_học|cn
Tin_học|pn
Quản_lý_quốc_tịch|pn
Bộ_Tư_pháp|pn
đang|tv
màu_mỡ|adj
chuyển_giao|tv
tìm|tv
việc_làm|cn
Học_viện|pn
BCVT|pn
hơn|adj
thị_trường|cn
sôi_động|tv
ICT_Index|pn
chỉ_số|cn
Hải_Phòng|pn
Tôn_Đông_Á|pn
kênh|cn
ĐH|pn
sắp|tv
cổng|cn
chuyên_trang|cn
cấp|tv
suất|cn
toàn_phần|adj
Đại_học|pn
học_bổng|cn
năng_lượng|cn
lo_sợ|tv
nguy_cơ|cn
nhà_băng|cn
Internet_Banking|pn
tài_khoản|cn
mất|tv
thi_tuyển|tv
thí_điểm|tv
Quảng_Ninh|pn
sở|cn
Phó_Giàm_Đốc|pn
Phó_Giám_Đốc|pn
Phó|pn
Giám_đốc|pn
CES_2013|pn
7|num
hay|adj
phong|tv
Anh_hùng|pn
Lao_động|pn
dùng_thử|tv
Cisco|pn
DN|pn
vừa|adj
trải_nghiệm|tv
gia_công|cn|tv
khách_hàng|cn
phát_hiện|tv
Google_Play|pn
mã|cn
độc|adj
cách|cn
trường|cn
đào_tạo|tv
Thương_mại_điện_tử|pn
vĩnh_biệt|tv
Hiệp_sĩ|pn
Nguyễn_Công_Hùng|pn
Google_Chrome|pn
nhằm|tv
nhầm|tv
TwitPic|pn
chứa|tv
dự_báo|tv
mối|cn
đe_dọa|cn
an_ninh|cn
chất_xám|cn
Việt|pn
chinh_phục|tv
Công_nghệ|pn
diễn_đàn|cn
vô_địch|tv
vòng|cn
chung_kết|cn
Robocon|pn
90|num
đua_tranh|tv
lỗ_hổng|cn
vượt_rào|tv
Website|pn
được|tv
Samsung_Galaxy_Note|pn
thời_tiết|cn
iPod|pn
chỉnh|tv
ảnh|cn
cổ_điển|adj
Bộ|pn
kẹt_xe|tv
bảng_báo|cn
:|sym
,|sym
mua|tv
xuất_khẩu|cn|tv
miễn_phí|adj|tv
nội_trú|tv
kéo_dài|tv
thời_lượng|cn
pin|cn
8|num
tính_năng|cn
Windows_8.1|pn
Web|pn
Gmail|pn
giao_diện|cn
Google_Glass|pn
Twitter|pn
Tumblr|pn
thêm|tv
Google|pn
nhắn_tin|cn
Chrome|pn
iPad|pn
Dell|pn
sản_xuất|tv
chạy|tv
Windows_7|pn
ưu_tiên|tv
ngân_sách|cn
Windows_Vista_SP2|pn
thử_nghiệm|tv
đại_trà|adj
tạo|tv
cộng_đồng|cn
Firefox_3.1|pn
Firefox_3.5|pn
Mozilla|pn
bỏ_qua|tv
tiến|tv
JUNOS|pn
tổng|cn
chi_phí|cn
tiết_kiệm|tv
41|num
Windows_Server_2008_Foundation|pn
đã|tv
kim_ngạch|cn
Canon|pn
thu_hồi|tv
photocopy|cn
máy|cn
KingSoft|pn
khai_phá|tv
88|num
sản_phẩm|cn
vi_phạm|tv
giá_rẻ|cn
di_động|cn
Israel|pn
hấp_dẫn|tv
WiMAX|pn
Computex_Taipei_2007|pn
nổi_bật|tv
Murdoch|pn
hãng|cn
đùn_đẩy|tv
trách_nhiệm|cn
lỗi|adj
hiệu_ứng|cn
Linux|pn
tham_gia|tv
Liên_minh|pn
Á|pn
châu|cn
VTC|pn
qua_mặt|tv
VietnamNet|pn
địa_điểm|cn
ATM|pn
tiết_lộ|tv
IE_8|pn
SOA|pn
kích_cầu|tv
cố_định|adj|tv
Tài_chính|pn
tài_chính|cn
đồng|cn
MegaWAN|pn
70|num
thâu_tóm|tv
PlassoTech|pn
Singapore|pn
chặn|tv
blog|cn
phân_biệt|tv
chủng_tộc|cn
kiểm_toán|tv
hàng_loạt|cn|qua
Acer|pn
mẫu|cn
nhảy|tv
Gamethu.net|pn
đạt|tv
giải|cn
báo|cn
Báo|pn
xuất_sắc|adj
Retail_Pro|pn
bán_lẻ|tv
triển_vọng|cn
Apple|pn
vực|tv
dậy|tv
Wall|pn
phố|cn
Phố|pn
2008|num
3.9|num
sản_phẩm_số|cn
hết|tv
Internet_IPv4|pn
địa_chỉ|cn
Malware|pn
công_cụ|cn
tiềm_kiếm|cn|tv
tìm_kiếm|cn
Office_Live_Workspace|pn
beta|cn
Beta|pn
Australia|pn
dự_định|tv
nội_dung|cn
vẫn|tv
PDA|pn
thống_trị|tv
Windows_Mobile|pn
bốn|num_noun
quy_hoạch|cn
lớn|adj
MobiFone|pn
1|num
doanh_thu|cn
Nokia_E51|pn
nét|cn
độc_đáo|adj
lậu|adj
kiểm_tra|tv
Office|pn
phát_hành|tv
kit|cn
v
lập_trình|cn
chia_sẽ|tv
chia_sẻ|tv
định_dạng|cn|tv
file|cn
cũ|adj
Windows_XP_SP3_RC2|pn
cung_cấp|tv
bản|cn
download|cn
Vista_SP1_Update|pn
ngừng|tv
Nokia|pn
thay_thế|tv
Windows_Media_Player|pn
ViewSonic|pn
cải_tiến|tv
inch|cn
19|num
APC|pn
Trung_tâm|pn
PM|pn
diệt|tv
Symantec|pn
Amdocs|pn
Mac_OS_X|pn
Nôm|pn
chữ|cn
một|num_noun
kế_toán|cn
VOIP|pn
HPT|pn
khai_trương|tv
nền_tảng|cn
Web_2.0|pn
viện_trợ|tv
VINASA|pn
kê|tv
danh_sách|cn
Đối_tác|pn
vàng|cn|adj
CNPM|pn
tuổi_thọ|tv
XP|pn
Acrobat_Reader_9.0|pn
đọc|tv
bảo_hiểm|cn
AAA|pn
đô|cn
Intel|pn
Moblin|pn
Malaysia|pn
BQPM|pn
Mobile_Labs_2008|pn
khởi_động|tv
cuộc_thi|cn
VietGames_2008|pn
giải_thưởng|cn
CMC_Telecom|pn
Blue_Meeting|pn
thử|tv
Office_14|pn
83.8|num
Công_viên|pn
công_viên|cn
Vinh|pn
HSBC|pn
ngân_hàng|cn
trực_tuyến|cn
FireFox_3.1_Beta_2|pn
Asianux_Desktop_3_Beta|pn
Bkis|pn
trang|cn
lý_do|cn
chịu_thua|tv
G1|pn
thị_phần|cn
dành|tv
truyền_thông|cn
ngoại_lệ|cn
đặt|tv
tên|cn
triển_khai|tv
Live@edu|pn
cập_nhật|tv
Office_Groove_2007|pn
Nguyễn_Bình_Group|pn
bổ_nhiệm|tv
giáo_dục|cn
chống|tv
TQ|pn
cảnh_sát|cn
Na_Uy|pn
lục_soát|tv
con|cn
Asianux_Moblile_Midinux_3.0|pn
Juniper_Networks|pn
gói|cn
Vista_SP2|pn
ba|num|num_noun
vá|tv
xác_nhận|tv
Steve_Ballmer|pn
Windows_Mobile_6.5|pn
Backup_Exec_System_Recovery_2010|pn
Samsung|pn
cảm_ứng|cn
Bada|pn
12|num
TT|pn
Photoshop_CS4|pn
tận_dụng|tv
sức_mạnh|cn
card|cn
truy_cập|tv
bơm|tv
bắt_đầu|tv
mời|tv
giới|cn
nước_ngoài|cn
Nortel|pn
giảm|tv
thiết_kế|tv
Imagine_Cup_2009|pn
bắt|tv
13|num
2009|num
15|num
lọt|tv
giả_mạo|tv
Hoàng_Anh_Gia_Lai|pn
IPTV|pn
NSN|pn
chào_hàng|tv
portal|cn
HP|pn
Giải_pháp|pn
lưu_trữ|tv
Cộng_tác_Mở|pn
Lạc_Việt|pn
từ_điển|cn
Vista_Capable|pn
1.5|num
kiếm|tv
Vista|pn
Express_Advantage|pn
DNVVN|pn
IE8|pn
RC1|pn
mở_cửa|tv
Skype_4.0|pn
hướng|tv
cửa_hàng|cn
hàng|cn
Panasonic|pn
TV|pn
HD|pn
Telecom|pn
y_tế|cn
định_vị|cn|tv
ĐTDĐ|pn
Valentine|pn
Quảng_trường_Thời_đại|pn
hộ|cn
điện|cn
VinaGame|pn
quản_lý|tv
phòng_máy|cn
phạt|tv
WinXP|pn
do|tv
Nagecco|pn
FPT_–_IS|pn
SmartBank|pn
thú_vị|adj
Tinh_Vân|pn
dây|cn
truyền|tv
cơ_sở|cn
hạ_tầng|cn
năng_động|adj
tốc_độ|cn
Bách_khoa|pn
bằng_khen|cn
học|tv
quảng_bá|tv
tập_trung|tv
2010|num
đem|tv
Open_Value|pn
thư_thoại|cn
chuyển|tv
Skype|pn
Đài_Loan|pn
27|num
sự|cn
thay_đổi|cn|tv
Juniper_Network|pn
J-Partner|pn
điểm|cn
sáng|adj
iPhone_3.0_OS|pn
MMS|pn
iPhone_3.0|pn
Kaiser|pn
Office_2003|pn
về|tv
hưu|tv
hé|tv
lộ|tv
Opera_10|pn
tích_hợp|tv
Opera_Tubor|pn
AMD|pn
3D|pn
Office_2007|pn
giành|tv
BlackBerry|pn
khẩn_cấp|tv
RC|pn
Bank_of_America|pn
cấm|tv
bí_mật|cn
Internet_Explorer_8|pn
SAP_BusinessObjects_Explorer|pn
Nam|pn
miền|cn
chê|tv
đắt|adj
vượt|tv
khủng_hoảng|adj
thuật_toán|cn
giữ|tv
tài|adj
Libol|pn
Luật|pn
Alphanam|pn
800|num
developerWorks|cn
hoãn|tv
khai_tử|tv
giá|tv
FAST|pn
mang|tv
đối_tác|cn
Chrome_OS|pn
Kaspersky_Lab|pn
Juniper|pn
Windows_7_RTM|pn
miếng|cn
hợp_tác|tv
phổ_biến|cn
sách|cn
Misoft|pn
PineApp|pn
SAP|pn
Mạng|pn
Cộng_đồng|pn
sự_cố|cn
iPhone_3.1OS|pn
điều_tra|tv
Data_Center|pn
Exchange_2010|pn
Vitalk|pn
avatar|cn
Philippine|pn
bảng|cn
Gambia|pn
đại_lý|cn
nhiều|qua
lo_ngại|tv
Âu|pn
gọi_điện|cn
cước|cn
Zalo|pn
hiệp_hội|cn
giục|tv
ban_hành|tv
tiêu_chuẩn|cn
tivi|cn
số|cn
Alibaba|pn
WeChat|pn
mỗi|qua
Ấn_Độ|pn
quản|tv
chặt|tv
VAS|pn
quảng_cáo|cn|tv
EU|pn
chấm_dứt|tv
phí|cn
roaming|cn
2014|num
chủ_động|tv
cạnh_tranh|cn|tv
đảm_bảo|tv
tính|cn
4G|pn
sợ|tv
VMS|pn
đối_thủ|cn
sừng_sỏ|adj
rút|tv
khỏi|tv
trận_chiến|cn
thiệt_hại|tv
58|num
thiên_tai|cn
Phi|pn
Đông_Nam_Á|pn
không|adj
máy_bay|cn
lái|cn|tv
biển|cn
Đông|pn
trình_diễn|tv
quyết_định|cn|tv
Huawei|pn
ZTE|pn
bán|tv
phá|cn|tv
thua_lỗ|cn
sáp_nhập|tv
gặp|tv
đẩy_nhanh|tv
dự_án|cn
cáp_quang|cn
Bắc-Nam|pn
Hanel|pn
Đài|pn
đài|cn
PTTH|pn
truyền_dẫn_phát_sóng|cn
phóng|tv
viễn_thám|cn
vệ_tinh|cn
tiếp_tục|tv
quét|tv
số_điện_thoại|cn
sai_phạm|adj
VinaPhone|pn
Datasafe|pn
phó|cn
Phó_Thủ_tướng|pn
Nguyễn_Xuân_Phúc|pn
đề_nghị|tv
tự_chủ|tv
đối_tượng|cn
trộm|tv
trung_chuyển|cn
khu_vực|cn
VNT|pn
VTN|pn
trở_thành|tv
Sở|pn
quy_trình|cn
xử_lý|tv
tin_nhắn|cn
rác|cn
xử|tv
CP|pn
phát_tán|tv
British_Telecom|pn
thăm|tv
hành_dinh|cn
50|num
euro|cn
5G|pn
K+|pn
Ngoại_hạng_Anh|pn
truyền_hình|cn
lắp|tv
thiết_bị|cn
tàu_cá|cn
Trung|pn
kết_nối|cn|tv
ảo|adj
ngăn_chặn|tv
chủ_đạo|cn|adj
góp_phần|tv
khẳng_định|tv
kinh_tế|cn
148.5|num
Thiều_Phương_Nam|pn
Tổng_Giám_đốc|pn
khả_năng|cn
chi_trả|tv
S-Fone|pn
Di_động|pn
Bridge|pn
NTT|pn
Opera_Mini|pn
có_thể|tv
cạn_kiệt|tv
kho|cn
Qualcomm|pn
đại_diện|cn
B-fone|pn
lựa_chọn|cn|tv
Khánh_Hòa|pn
ngư_dân|cn
chất_lượng|adj
thoại|cn
cao_nhất|adj
Quảng_Ngãi|pn
cáp|cn
VTV|pn
diện_mạo|cn
Haiti|pn
Sơn_Tinh|pn
càn|tv
bão|cn
D-com_3G|pn
Vincom|pn
Sony|pn
Mobile_Việt_Nam_2012|pn
tâm_điểm|cn
tiền|cn
công_ích|cn
bốt|cn
công_cộng|adj
siết|tv
trả_trước|cn
tố|tv
Nghệ_An|pn
cắt|tv
trả_sau|cn
hợp_đồng|cn
Peru|pn
Đông_Timor|pn
Thái_Lan|pn
tổng_thống|cn
Obama|pn
phê_chuẩn|tv
phủ|tv
Wifi|pn
4.1|num
SMS|pn
2016|num
cải_thiện|tv
đời_sống|cn
phụ_nữ|cn
Data_Roaming|pn
GTel_Mobile|pn
xin|tv
dial-up|cn
BCVT-CNTT|pn
Festival|pn
Huế|pn
tài_trợ|tv
iMuzik_3G|cn
Zing|pn
Cục|pn
Cảnh_sát|pn
bảo_vệ|tv
cuộc_gọi|cn
EVN_Telecom|pn
E-share|pn
Vietnamobile|pn
gia_đình|cn
bạn_bè|cn
hầm|cn
đèo|cn
Hải_Vân|pn
phủ_sóng|tv
trạm|cn
thuê|tv
BTS|pn
Beeline|pn
Đông_Dương|pn
Gtel|pn
LTE|pn
dựng|tv
sóng_thần|cn
GSMA|pn
kêu_gọi|tv
FlashLinq|pn
chuyên_gia|cn
Bộ_trưởng|pn
CNTT-TT|pn
Chính_phủ|pn
FSoft|pn
Hitachi_Medical|pn
bắt_tay|tv
toàn_cầu|cn
Movitel|pn
Mozambique|pn
3G|pn
đẩy_mạnh|tv
phổ_cập|tv
350|num
Autodesk_3ds_Max_2010|pn
Office_2010_beta|pn
bài_giảng|cn
nhúng|tv
PMNM|pn
tổ_chức|cn|tv
YouTube|pn
PadFone_Infinity|pn
MWC_2013|pn
ASUS|pn
Lumia_Windows_Phone|pn
14|num
tập_đoàn|cn
luôn_luôn|adv
test|cn|cn_place
test2|cn
thành_phố|cn_place|cn
Cần_Thơ|pn_place|pn
test3|pn|cn
test4|cn
test6|pn_place
Test7|pn|[a('Test6'), b('Test6')]|pn_place|[c('Test6'), d('Test6')]
Tiền_Giang|pn|[tỉnh(['Tiền_Giang'])]|pn_place|[tỉnh(['Tiền_Giang'])]
